cupc,citem,mprice,sku,cuom,istdpk,pos18
"4800888293312","SSILK SH STRNG&LONG530-650 DOY","260.00","804302.00","PC","12","SSILK SH SL530-650"
"4800888293367","VASELINE LT GH SRM D-RDNCE30ML","70.00","863771.00","PC","48","VSLN LT GH S DR30M"
"4800888293374","VASELINE LOT GH SRM SPF50 30ML","110.00","863772.00","PC","48","VSLN L GH SPF50 30"
"4800888293381","BREEZE LQ PMRSGLD2.35 B1G25OFF","378.75","860683.00","PC","4","BRZ LQ PMRSGLD2.35"
"4800888293398","BREEZE LQ PMFRSHCLN2.4B1G25OFF","378.75","860684.00","PC","4","BEERZE L PM FC2.4"
"4800888293404","BREEZE LIQ PMRSGLD2.85B1G25OFF","461.25","860685.00","PC","4","BRZ LIQ PM RG2.85"
"4800888293435","BREEZE LIQ PMRSGLD725 B1G25OFF","128.00","860682.00","PC","12","BRZ LIQ PMRSGLD725"
"4800888293442","BREEZE LQ PMFRSHCLN750B1G25OFF","128.00","860681.00","PC","12","BREEZE LQ PMFC750G"
"4800888293459","BREEZE LIQ PM RG725 B1FR FC90G","171.00","860687.00","PC","12","BRZ L PMRG725 F FC"
"4800888293466","BREEZE LIQ PM FC750 B1FR RG87G","171.00","860686.00","PC","12","BRZ L PMFC750 F RG"
"4800888293510","BREEZE POW RSGLD 580G 25%OFF","93.75","860404.00","PC","24","BRZE P RG580G 25%"
"4800888293527","BREEZE POW FRSH CLN605G 25%OFF","93.75","860405.00","PC","24","BRZE P FC605G 25%"
"4800888293534","BREEZE POW RSEGLD 580G+3XWSH","125.00","860407.00","PC","24","BRZE P RG580+3XWSH"
"4800888293541","BREEZE POW FRSH CLN 605G+3XWSH","125.00","860406.00","PC","24","BRZE P FC605G+3XWS"
"4800888293558","CLEAR SHMPOO CRE-STYLE12M 11+1","75.00","862125.00","PC","24","CLEAR SH CS12M11+1"
"4800888293565","REXONA DEO LT P-DRY3ML B6G1KPK","42.50","859885.00","PC","30","RXNA D LT P-DRY3ML"
"4800888293572","REXONA DEO LT IC3ML B6G1KOPIKO","42.50","859886.00","PC","30","RXNA D LT IC3ML"
"4800888293589","REXONA DEO LT QNTM3ML B6G1 KPK","42.50","859887.00","PC","30","RXNA D LT QNTM3ML"
"4800888293916","LADYS CHOICE MAYO+KLS 80ML","106.50","862567.00","PC","12","LC MAYO+KLS80ML"
"4800888293923","KNR SGSMP22G6+SL SW SSCE100ML","91.50","862647.00","PC","24","KNR SGSMP22G6+SSWN"
"4800888293930","KNR SGGB22G6+SL SW SSCE 100ML","93.00","862648.00","PC","24","KNR SGGB22G6+SL SW"
"4800888293947","LADYS CHOICE BACON+TUMBLR220ML","132.00","862563.00","PC","12","LC BCN+TUMBLR220ML"
"4800888293954","LADYS CHOICE BACN+FOODKPR470ML","264.00","862565.00","PC","6","LC BACN+FDKPR470ML"
"4800888293961","LADYS CHOICE CHKN+FOODKPR470ML","264.00","862564.00","PC","6","LC CHKN+FDKPR470ML"
"4800888293978","LADYS CHOICE HAM+FOODKPR 470ML","264.00","862566.00","PC","6","LC HAM+FDKPR470ML"
"4800888294067","B3LCCHX27ML&3LCBCN27MLGT10%OFF","75.60","862561.00","PC","12","LC SSC&BCN27ML10OF"
"4800888294074","B3LCCHX27ML&3LCHAM 27ML10%OFF","75.60","862562.00","PC","12","LC CHX&HAM27ML10OF"
"4800888330123","SURF BAR KALAMANSI 440G","15.55","24952.00","PC","36","SURF B KAL 440G"
"4800888330130","SURF BAR BLUE 440G","15.55","24972.00","PC","36","SURF B BLUE 440G"
"4800888330154","SURF BAR PLUS 440G","15.55","24955.00","PC","36","SURF B PLUS 440G"
"4800888338617","DOMEX APC THICK CLASSIC 250ML","50.50","20423.00","PC","48","DOMEX APC CLSSC250"
"4800888338624","DOMEX APC THICK CLASSIC 500ML","97.25","20424.00","PC","24","DOMEX CLASSIC500ML"
"4800888338631","DOMEX APC THICK CLASSIC 1L","183.00","20425.00","PC","12","DOMEX APC CLSSC 1L"
"4800888338655","DOMEX APC THICK LEMON 500ML","97.25","20427.00","PC","24","DOMEX APC LMN 500M"
"4800888338662","DOMEX MPC LEMON1000ML","183.00","20428.00","PC","12","DOMEX LEMON 1L"
"4800888407009","CLOSE-UP TP RED HOT 10ML 12S","62.50","20436.00","PC","12","CUP RD 10ML12S"
"4800888407108","CLOSE-UP TP RED HOT 25ML","29.50","20437.00","PC","120","C-UP TP RED 2"
"4800888407207","CLOSE-UP TP RED HOT 50ML","63.00","20438.00","PC","96","C-UP TP RED 5"
"4800888407306","CLOSE-UP TP RED HOT 95ML","99.00","20439.00","PC","48","C-UPRED95ML"
"4800888407603","CLOSE-UP TP MNTHL FRSH GRN25ML","29.50","20442.00","PC","120","C-UP TP GRN 2"
"4800888407900","CLOSE-UP TP MNTHL FRSH GRN145M","129.00","20445.00","PC","36","C-UP GRN 145M"
"4800888469281","REXONA STICK COT FRESH 50G","107.25","54012.00","PC","12","REXONA S CFRSH 50G"
"4800888469328","REXONA STCK ACTIVE REF 17G","35.85","54010.00","PC","12","REXONA S-ACT RF17G"
"4800888471246","REXONA MINISTICK SPORT 5G","14.85","54000.00","PC","24","REXONA MS SPRT 5G"
"4800888479204","CSILK DAMAGE CNTRL DB 90ML","55.25","22118.00","PC","36","CSILK DC DB 90ML"
"4800888479303","CSILK BRILLIANT BLACK 100ML","51.00","20478.00","PC","36","CSILK BBLK 100ML"
"4800888479709","CSILK DAMAGE CNTRL DB 180ML","147.75","20479.00","PC","24","CSILK DCDB 180ML"
"4800888488206","CSILK DAMAGE CNTRL DB 90ML","55.25","22118.00","PC","36","CSILK DC DB 90ML"
"4800888494900","CSILK HFALL DEFENSE GRN 90ML","68.75","20490.00","PC","36","CSILK HF GRN100ML"
"4800888496003","CSILK HFALL DEFENSE GRN 180ML","147.75","22143.00","PC","24","CSILK HFGRN180ML"
"4800888498106","VASELINE SH CLN&FRESH 200ML","72.75","53990.00","PC","24","VAS SH C F 200ML"
"4800888498205","VASELINE SH CLN&FRESH 100ML","39.00","53989.00","PC","36","VAS SH C F 100ML"
"4800888498502","CSILK DDRUFF FREE PRPL 170ML","107.75","20497.00","PC","24","CSILK DF PRP170ML"
"4800888526069","CLEAR SH HAIRFALL DEF 10ML 12S","55.75","230478.00","PC","24","CLEARSHFDF10ML 12"
"4800888526083","CLEAR SH DRY & ITCH 10ML 12S","54.00","230481.00","PC","24","CLR SH D I 10ML12S"
"4800888526113","CLEAR SH CMPLT S/CARE 10M 12S","54.00","230484.00","PC","24","CLR SHSC10ML 12S"
"4800888526137","CLEAR SH ICE COOL 10ML 12S","59.00","230485.00","PC","24","CLRSHIC10ML 12S"
"4800888526175","CLEAR COND ICE COOL 10ML 12S","54.75","230487.00","PC","24","CLR CN IC10ML 12S"
"4800888528483","CLEAR SH CMPLT S/CARE 10M 12S","54.00","230484.00","PC","24","CLR SHSC10ML 12S"
"4800888528667","CLEAR SH ICE COOL 10ML 12S","59.00","230485.00","PC","24","CLRSHIC10ML 12S"
"4800888529022","CSILK BRILLIANT BLACK 11ML 12S","65.00","179226.00","PC","24","CSLK BBLK 11ML12S"
"4800888529053","CSILK DAMAGE CNTRL DB 11ML 12S","80.00","179227.00","PC","24","CSLK DDB11ML12"
"4800888529084","CSILK HAIRFALL DFENSE 13ML 12S","80.00","179229.00","PC","24","CSLK HF-DF-13M12"
"4800888529121","CSILK VOLUME UP LBLUE 11ML 12S","59.00","179230.00","PC","24","CSLK VUP LB11ML12"
"4800888529152","CSILK STANDOUT STR PNK 13ML12S","80.00","162799.00","PC","24","CSLK SO-ST-13M12"
"4800888529183","CSILK DDRUFF FREE PRPL 11ML12S","67.50","179228.00","PC","24","CSLK DFPR11ML12"
"4800888529336","SSILK SH ANTI-D BLUE 12ML 12S","48.90","241384.00","PC","24","SSLKSHAD12ML12S"
"4800888529367","SSILK SH HF SLTN GOLD 12ML 12S","48.90","241387.00","PC","24","SSKSHGD12ML12"
"4800888529435","SSILK SH DAM REP ORNGE 12M12S","48.90","241394.00","PC","24","SLKDROR12ML12S"
"4800888529466","SSILK SH SMT&MNGBLE 11ML 12S","48.90","241397.00","PC","24","SSLKPNK12ML12S"
"4800888529497","SSILK SH SOFT&SHINY 10ML 12S","48.90","241401.00","PC","24","SSLKSHS S 10M2S"
"4800888529565","SSILK COND HF SLTN GOLD 12ML12","44.50","241404.00","PC","24","SSILK COND HF12M12"
"4800888529596","SSILK COND DAM REP ORNGE 10M12","53.75","241406.00","PC","24","SSILK CONDDR10M12"
"4800888529633","SSILK COND SMT&MNGBLE PNK10M12","55.00","241408.00","PC","24","SSLK CONS M10M12"
"4800888530028","VASELINE SH CLN&FRESH 18ML 12S","54.00","248361.00","PC","30","VS SH C F18ML12"
"4800888531193","CLEAR SH HAIRFALL DEC 10ML 12S","55.75","230475.00","PC","24","CLEARSHHFD10ML 12"
"4800888531230","CLEAR SH STYLE EXPRESS 10ML12S","54.00","230474.00","PC","24","CLEARSHSX10ML 12S"
"4800888531346","SSILK COND STRNG&LONG GRN10M12","51.00","256212.00","PC","24","SSLK CONS L10M12"
"4800888531377","SSILK SH STRONG&LONG GRN10M12S","48.90","256199.00","PC","24","SSLK SHS L10ML"
"4800888531889","SSILK/CSILK EXPERT TWIN PCK12S","47.30","262237.00","PC","24","SSILK-CSLK TWNPK12"
"4800888531926","CLEAR/CSILK EXPERT TWIN PCK12S","52.80","262238.00","PC","24","CLEAR-CSILK TWN12S"
"4800888532268","SSILK SH CURLS & WAVES 10ML12S","44.75","265378.00","PC","24","SSILK SH C W10ML1"
"4800888532275","SSILK COND CURLS & WAVES 10M12","45.50","265380.00","PC","24","SSILK CON C W10M12"
"4800888532282","SSILK SH EXPRT STRT 10ML 12S","52.75","265379.00","PC","24","SSILKSHSTRT10ML12S"
"4800888532312","SSILK COND EXPRT STRT 10ML 12S","51.00","265381.00","PC","24","SSILKCNDXPRTSTRT10"
"4800888532442","SSILK SH SMT&MNGBLE15ML12 TRIO","44.75","268670.00","PC","24","SSLK PNK TRIO 12S"
"4800888532565","VASELINE SH A/DDRUFF&ITCH18M12","54.00","276910.00","PC","30","VSLINE A-D 18M1"
"4800888532589","VASELINE SH CLN&FRESH 18ML 12S","54.00","248361.00","PC","30","VS SH C F18ML12"
"4800888532619","VASELINE SH SOFT&SMOOTH18ML12S","54.00","276912.00","PC","30","VSLINE S S 18M1"
"4800888532879","CLEAR SH MEN COOL SPORT10ML12S","54.00","230477.00","PC","24","CLRSHMA-S10ML12S"
"4800888533135","PONDS BRIGHT SRM DCRM NML7G 3S","58.50","276908.00","PC","96","PONDS DCRM NML7G3S"
"4800888533142","PONDS CS FSCRUB ANTIBAC 4G 6S","36.00","276909.00","PC","48","PNDSCSFS AB4G6S"
"4800888533159","PONDS BRIGHT SRM DCRM NML7G 3S","58.50","276908.00","PC","96","PONDS DCRM NML7G3S"
"4800888533234","CLEAR SH MEN COOL SPORT10ML12S","54.00","230477.00","PC","24","CLRSHMA-S10ML12S"
"4800888533364","SSILK SH ANTI-D BLUE 12ML 12S","48.90","241384.00","PC","24","SSLKSHAD12ML12S"
"4800888533401","SSILK SH HF SLTN GOLD 12ML 12S","48.90","241387.00","PC","24","SSKSHGD12ML12"
"4800888533418","SSILK SH DAM REP ORNGE 12M12S","48.90","241394.00","PC","24","SLKDROR12ML12S"
"4800888533425","SSILK SH SOFT&SHINY 10ML 12S","48.90","241401.00","PC","24","SSLKSHS S 10M2S"
"4800888533432","SSILK SH STRONG&LONG GRN10M12S","48.90","256199.00","PC","24","SSLK SHS L10ML"
"4800888533449","SSILK SH EXPRT STRT 10ML 12S","52.75","265379.00","PC","24","SSILKSHSTRT10ML12S"
"4800888533685","CSILK BRILLIANT BLACK 11ML 12S","65.00","179226.00","PC","24","CSLK BBLK 11ML12S"
"4800888533692","CSILK DAMAGE CNTRL DB 11ML 12S","80.00","179227.00","PC","24","CSLK DDB11ML12"
"4800888533708","CSILK HAIRFALL DFENSE 13ML 12S","80.00","179229.00","PC","24","CSLK HF-DF-13M12"
"4800888533715","CSILK VOLUME UP LBLUE 11ML 12S","59.00","179230.00","PC","24","CSLK VUP LB11ML12"
"4800888533722","CSILK STANDOUT STR PNK 13ML12S","80.00","162799.00","PC","24","CSLK SO-ST-13M12"
"4800888533739","CSILK DDRUFF FREE PRPL 11ML12S","67.50","179228.00","PC","24","CSLK DFPR11ML12"
"4800888533876","SSILK COND DAM REP ORNGE 10M12","53.75","241406.00","PC","24","SSILK CONDDR10M12"
"4805388930279","SUNMAID RAISINS 30GX6","123.50","22029.00","PC","24","SUNMD RAISINS 30G"
"4805388930613","SUNMAID RAISINS POUCH 14.5GRMS","66.50","73861.00","PC","24","SMAID RSIN PCH14.5"
"4805388930804","SUNMAID RAISINS 30GX6","123.50","22029.00","PC","24","SUNMD RAISINS 30G"
"4805388931290","SUNMAID CALIFORNIA RAISIN 100G","56.20","15294.00","PC","48","SUNMD RAISINS 100G"
"4805388931931","2 AYAM SARD 215G FRE 1PC PLATE","106.60","50560.00","PC","24","2AYAM SARD FR PLTE"
"4805388932617","AYAM SARD TS OVAL BIG 425G","209.50","50558.00","PC","24","AYAMSRD TS BIG425G"
"4805388932624","AyamTunaSpread85gm","55.00","624904.00","PC","24","AyamTunaSpread85gm"
"4805388932648","AyamSalmonSpread85gm","57.50","624906.00","PC","24","AyamSalmonSprd85gm"
"4805514687237","IMP-DISHRACK-KW-LI-RB1439A","499.00","467285.00","PC","1","IMP-DRACK-RB1439A"
"4805581122013","IMP-DISHRACK-KW-LI-RB2201C-3TR","400.00","419192.00","PC","1","IMP-DHRACK-RB2201C"
"4805582772897","RACKMULTIP-FU-SY-WINECAB307005","3650.00","853456.00","PC","1","RCKMLTP-307005"
"4805649865647","EQUAL FRESH EGG MEDIUM 6S","86.00","794660.00","PC","1","EQUALFRSH EGG M 6S"
"4805885171007","RENO LIVER SPREAD 85G","24.40","18299.00","PC","48","RENO LIVER SPR 85G"
"4805885171014","RENO POTTED MEAT 85G","22.80","18300.00","PC","48","RENO POT MEAT 85G"
"4805885171106","RENO LIVER SPREAD SPICY 230G","51.80","845505.00","PC","48","RENO LVRSPRDSP230G"
"4805885172004","RENO LIVER SPREAD 230G","50.60","18304.00","PC","48","RENO LIVER SPR230G"
"4805885172011","RENO POTTED MEAT 230G","46.45","18305.00","PC","48","RENO POTM-FOOD230G"
"4805885172103","RENO LIVER SPREAD SPICY 85G","24.95","845504.00","PC","48","RENO LVR SPRDSP85G"
"4805885191005","PICNIC LIVER SPREAD 85G","16.90","18306.00","PC","48","PICNIC LIV SPR 85G"
"4805885191012","PICNIC POTTED MEAT 85G","15.70","18307.00","PC","48","PICNIC POT MEAT85G"
"4806011111805","CHALK-SOS-OWI-CHA12C  DUSTLESS","24.00","809215.00","PC","1","CHALK CHA12CDSTLSS"
"4806011111812","CHALK-SOS-OWI-CHA12W  DUSTLESS","17.00","809216.00","PC","1","CHALK CHA12WDSTLSS"
"4806011601702","MASKINGTAPE-SOS-OWI-12MMX20YD","15.75","808874.00","PC","1","MSKNGTAPE12MMX20YD"
"4806011601764","MASKINGTAPE-SOS-OWI-18MMX20YD","23.50","808878.00","PC","1","MSKINGTAP18MMX20YD"
"4806011601825","MASKINGTAPE-SOS-OWI-24MMX20YD","31.50","808881.00","PC","1","MSKNGTAPE24MMX20YD"
"4806011601900","MASKINGTAPE-SOS-OWI-36MMX20YD","47.25","808882.00","PC","1","MSKNGTAPE36MMX20YD"
"4806011601962","MASKINGTAPE-SOS-OWI-48MMX20YD","63.00","808884.00","PC","1","MSKNGTAPE48MMX20YD"
"4806011605878","TAPE-SOS-OWI TAN DO NOT ACCEPT","52.50","808850.00","PC","1","TAPETANDONOTACCEPT"
"4806011605953","PCKGNG TAPE-SOSOWI-48MMX80MTAN","63.00","808847.00","PC","1","PCKGNGTP48MMX80MTN"
"4806011606059","PCKGNG TAPE-SOSOWI-48MMX80MCLR","63.00","808856.00","PC","1","PCKGNGTP48MMX80MCL"
"4806011606233","PCKGNG TAPE-SOSOWI-72MMX40MTAN","51.75","808848.00","PC","1","PCKGNGTP72MMX40MTN"
"4806011606295","PCKGNG TAPE-SOSOWI-72MMX40MCLR","51.75","808857.00","PC","1","PCKGNGTP72MMX40MCL"
"4806011609593","PCKGNG TAPE-SOSOWI-48MMX100MCL","85.00","808853.00","PC","1","PCKGNGTP48MMX100MC"
"4806011609654","PCKGNG TAPE-SOSOWI48MMX100MTAN","85.00","808855.00","PC","1","PCKGNGTP48MMX100MT"
"4806011609982","PCKGNG TAPE-SOSOWI-W2SDTAPECLR","165.00","808849.00","PC","1","PCKGNGTPW2SDTAPCLR"
"4806011610018","SCOTCHTAPE-SOS-PPCI1/2X25 600S","3.40","561841.00","PC","600","ARMK SCTP1-2X25600"
"4806011610070","SCOTCHTAPE-SOS-PPCI3/4X25M C/Y","4.80","561843.00","PC","400","ARMK SCTP3-4X25MCY"
"4806011610131","SCOTCHTAPE-SOS-PPCI1'X25 300s","8.00","561906.00","PC","12","ARMK TPE1'X25 300S"
"4806011612180","SCOTCHTAPE-SOSOWI12MMX16M1CORE","5.00","808925.00","PC","1","SCTCHTP12MMX16M1CR"
"4806011612241","SCOTCHTAPE-SOSOWI18MMX16M1CORE","7.50","808923.00","PC","1","SCTCHTP18MMX16M1CR"
"4806011612302","SCOTCHTAPE-SOSOWI24MMX16M1CORE","10.50","808920.00","PC","1","SCTCHTP24MMX16M1CR"
"4806011614016","SCOTCHTAPE-SOS-PPCI1/2X50M","6.80","561908.00","PC","96","A.SC TP1-2X50MCY96"
"4806011614078","SCOTCHTAPE-SOS-PPCI3/4X50/64","12.50","561909.00","PC","64","A.SC TAPE3-4X50-64"
"4806011614139","SCOTCHTAPE-SOS-PPCI1X50YLW/CLR","16.75","561910.00","PC","48","A.SC TP1X50'YLW-CL"
"4806011614184","SCOTCHTAPE-SOS-OWI12MMX20M3COR","5.50","808915.00","PC","1","SCTCHTP12MMX20M3CR"
"4806011614191","SCOTCHTAPE-SOS-OWI-12MMX20M3PK","15.00","808899.00","PC","1","SCTCHTP12MMX20M3PK"
"4806011614245","SCOTCHTAPE-SOS-OWI-18MMX20MYEL","8.50","808901.00","PC","1","SCTCHTP18MMX20MYEL"
"4806011614252","SCOTCHTAPE-SOS-OWI-18MMX20M3PK","22.50","808898.00","PC","1","SCTCHTP18MMX20M3PK"
"4806011614306","SCOTCHTAPE-SOS-OWI-24MMX20MYEL","11.00","808900.00","PC","1","SCTCHTP24MMX20MYEL"
"4806011616188","SCOTCHTAPE-SOS-OWI-12MMX20MCLR","5.50","808908.00","PC","1","SCTCHTP12MMX20MCLR"
"4806011616195","SCOTCHTAPE-SOS-OWI12MMX20M3PCK","16.00","808913.00","PC","1","SCTCHTP12MMX20M3P"
"4806011616249","SCOTCHTAPE-SOS-OWI-18MMX20MCLR","8.50","808905.00","PC","1","SCTCHTP18MMX20MCLR"
"4806011616256","SCOTCHTAPE-SOS-OWI18MMX20M3PCK","22.50","808910.00","PC","1","SCTHTP18MMX20M3PCK"
"4806011616300","SCOTCHTAPE-SOS-OWI-24MMX20MCLR","11.00","808904.00","PC","1","SCTCHTP24MMX20MCLR"
"4806011622288","PCKGNGTAPE-SOS-OWI 48MMX10MM","79.75","808897.00","PC","1","TAPE48MMX10MMDUCT"
"4806011627122","ELECTRICALTAPE HW PG DX BL NB","30.00","555013.00","PC","1","ELCTRCLTAPE DXBLNB"
"4806011812030","SUPER Q GOLDEN BIHON 1KG","89.25","624934.00","PC","15","SUPER Q G-BIHON1KG"
"4806011812047","SUPER Q GOLDEN BIHON 500G","46.25","157739.00","PC","30","SUPERQ G-BHON 500G"
"4806011812054","SUPER Q BIHON 227G","23.25","258553.00","PC","60","SUPERQ BIHON 227G"
"4806011812061","SUPER Q GOLDEN BIHON 454G","45.00","792315.00","PC","15","SUPERQ G-BIHON454G"
"4806011813044","SUPER Q PALABOK 500G","46.25","225533.00","PC","12","SUPERQ PLABOK 500G"
"4806011822015","LONG LIFE PANCIT CANTON 1KG","186.75","816345.00","PC","12","LONG LIFE P-C 1KG"
"4806011822022","LONG LIFE PANCIT CANTON 1/2 KG","96.75","816363.00","PC","24","LONGLIFE P-C 1-2KG"
"4806011822039","LONG LIFE PANCIT CANTON 500G","99.75","816376.00","PC","24","LONG LIFE P-C 500G"
"4806011822046","LONG LIFE PANCIT CANTON 300G","68.50","816377.00","PC","36","LONG LIFE P-C 300G"
"4806011822053","LONG LIFE PANCIT CANTON 150G","40.50","816378.00","PC","60","LONG LIFE P-C 150G"
"4806011822060","LONG LIFE PANCIT CANTON 1/4 KG","51.25","816375.00","PC","48","LONG LIFE PC 1-4KG"
"4806011826037","SUPER Q KAN MIAN 200G","23.75","816385.00","PC","48","SUPERQ KANMIAN200G"
"4806011826044","SUPER Q KAN MIAN 500G","52.00","816383.00","PC","24","SUPERQ KANMIAN500G"
"4806011827041","Q1 MISUA 40G","50.25","816382.00","PC","24","Q1 MISUA 40G"
"4806011827157","SUPER Q MISUA 160G","16.90","816380.00","PC","48","SUPER Q MISUA 160G"
"4806011900010","FIDEL IODIZED SALT (C) 1KG","31.70","17545.00","PC","12","FIDEL I-SALT 1KG C"
"4806011900027","FIDEL IODIZED SALT (C) 500G","21.25","17546.00","PC","24","FIDEL I-SALT 500G"
"4806011900034","FIDEL IODIZED SALT (C) 250G","11.00","17547.00","PC","48","FIDEL I-SALT 250G"
"4806011900041","FIDEL IODIZED SALT (R) 1KG","35.00","17548.00","PC","12","FIDEL I-SALT 1KG R"
"4806011900058","FIDEL IODIZED SALT (R) 500G","23.00","17549.00","PC","24","FIDEL I-SALT 500G"
"4806011900065","FIDEL IODIZED SALT (R) 250G","11.75","49922.00","PC","48","FIDEL I-SALT 250G"
"4806011900256","FIDEL IODIZED FREE FLOWING1KG","39.00","202585.00","PC","12","FIDEL I-SALT FF1KG"
"4806011900263","FIDEL IODIZED FREE FLOWING500G","25.00","202741.00","PC","24","FIDEL I-SALT FF500"
"4806011900270","FIDEL IODIZED FREE FLOWING250G","12.75","202588.00","PC","48","FIDEL I-SALT FF250"
"4806011900560","MR. SALT REFINED SALT 1KG/24","26.85","554892.00","PC","1","MR.SALT RFNDSLT1KG"
"4806011900881","FIDEL IODIZED FF 1KG + FF 250G","34.00","805055.00","PC","8","FIDEL I-FF1KGFF250"
"4806011900898","FIDEL IODIZED FF 1KG +REF 250G","34.00","805058.00","PC","8","FIDEL I-F1KGREF250"
"4806011900904","FIDEL I/FF1KG F/ I/SLT(C) 250G","34.00","805059.00","PC","8","FIDEL F-FF1KG F-IS"
"4806012700299","PLU-CORONA INDX CRD3X5 BLUE25S","10.00","560027.00","PC","1","COR INDX CRD3X5B25"
"4806012700305","PLU-CORONA INDX CRD3X5 GRN 25S","10.00","560034.00","PC","1","COR INDX CRD3X5G25"
"4806012700411","PLU-CORONA INDX CRD4X6 BLUE25S","15.60","560047.00","PC","20","COR INDX CRD4X6B25"
"4806012700428","PLU-CORONA INDEX CARD 4X6 GRN","15.60","560053.00","PC","20","COR INDX CRD4X6GRN"
"4806012700558","PLU-CORONA INDEX CARD 5X8 PINK","27.20","560073.00","PC","20","COR INDX CRD5X8PNK"
"4806012700565","PLU-CORONA INDEX CARD 5X8 YLW","28.00","560076.00","PC","20","COR INDX CRD5X8YEL"
"4806012701326","INDEX CARD-SOS-OWI WHT3X5IN50S","27.00","827463.00","PC","1","INDEXCARDWHT3X5IN"
"4806012701357","INDEX CARD-SOS-OWI WHT3X5IN50S","43.00","827464.00","PC","1","INDEXCARDWHT4X6IN"
"4806012701388","INDEX CARD-SOS-OWI WHT5X8IN50S","70.00","827465.00","PC","1","INDEXCARDWHT5X8IN"
"4806012701760","NB SPI-SOS-OWI CRNACPR6060 60L","55.25","808916.00","PC","1","NBSPICRNACPR606060"
"4806012702392","NB SPI-SOS-OWI CRNAC0560 60L","49.25","808893.00","PC","1","NBSPICRNAC0560 60L"
"4806012702415","NB SPI-SOS-OWI CRNAC0760 60L","76.25","808911.00","PC","1","NBSPICRNAC0760 60L"
"4806012702446","NB SPI-SOS-OWI CRNA5100 100L","80.00","808891.00","PC","1","NBSPICRNA5100 100L"
"4806012702460","NB SPI-SOS-OWI CRNAC7100 100L","121.00","808912.00","PC","1","NBSPICRNAC7100100L"
"4806012702477","NB SPI-SOS-OWI CRNAC8100 100L","152.50","808914.00","PC","1","NBSPICRNAC8100100L"
"4806012703672","GRAPHINGPAPER-SOS-OWI GRN 20S","40.75","827462.00","PC","1","GRAPHINGPAPRGRN20S"
"4806012711028","NB SPIRAL-SOS-C&P CORONA 100S","98.00","709902.00","PC","1","CORONA NBSPRL 100S"
"4806013001302","LION TIGER INSECT SPRAY 160ML","95.75","191920.00","PC","12","LION TIGER IS 130G"
"4806013002064","LION TIGER GOLD MOSQ COIL","19.75","17835.00","PC","60","L-TIGER MOSQ COIL"
"4806013007229","TIGER KATOL","19.75","191909.00","PC","72","TIGER KATOL"
"4806013007267","TIGER KATOL 5+1","97.50","423188.00","PC","12","TIGER KATOL 5+1"
"4806013008219","LION  TIGER KATOL CITRUS","16.25","819597.00","PC","72","LION TIGER KATOL-C"
"4806013017518","LION TIGER INSECT SPRAY 310ML","144.50","191923.00","PC","12","LION TIGER IS 175G"
"4806013033440","TIGER KATOL 5+1","97.50","423188.00","PC","12","TIGER KATOL 5+1"
"4806013035024","LION TIGER INSECT SPRAY 515ML","210.75","191927.00","PC","12","LION TIGER IS 350G"
"4806013042039","LION TIGER IS 618ML W TIE-UP","250.00","191933.00","PC","6","LION TIGER IS618ML"
"4806013045870","LION TIGER COCKROACH SPRAY515M","210.75","199935.00","PC","12","L-TIGER CR SPR350G"
"4806013045887","LION TIGER COCKROACH SPRAY310M","144.50","199934.00","PC","12","L-TIGER CR SPR175G"
"4806013230016","GLAD CLING WRAP 30M","131.00","54133.00","PC","24","GLAD CWRAP 30M"
